INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
3361	±‰“Ïº¶	336	5	9	1	0	11	10	739	200000	-1	-1	703	900000	659	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1008	1008	1008	1008	1008	693	762	796	900	1039	10	20	20	150	800	1800000	3360
3362	±‰“Ïº¶	336	5	9	1	0	11	10	739	200000	-1	-1	703	900000	659	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1140	1140	1140	1140	1140	693	762	796	900	1039	10	20	20	150	800	1800000	3360
3369	º¶±¶±¶	336	5	9	0	1	11	10	739	200000	-1	-1	703	900000	659	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	877	877	877	877	877	693	762	796	900	1039	10	20	20	150	800	1800000	3360
3370	≥…ƒÍ—º◊”	337	5	9	0	0	11	10	737	200000	-1	-1	728	900000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	613	701	1140	701	964	693	762	796	900	1039	800	150	20	20	10	1800000	3370
3371	±‰“Ï—º◊”	337	5	9	1	0	11	10	737	200000	-1	-1	728	900000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	705	806	1311	806	1109	693	762	796	900	1039	800	150	20	20	10	1800000	3370
3372	±‰“Ï—º◊”	337	5	9	1	0	11	10	737	200000	-1	-1	728	900000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	798	912	1482	912	1254	693	762	796	900	1039	800	150	20	20	10	1800000	3370
3379	—º◊”±¶±¶	337	5	9	0	1	11	10	737	200000	-1	-1	728	900000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	613	701	1140	701	964	693	762	796	900	1039	800	150	20	20	10	1800000	3370
3380	≥…ƒÍºººŒ—Ú	338	5	9	0	0	100	10	740	200000	-1	-1	706	900000	670	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	877	877	877	877	877	693	762	796	900	1039	150	800	20	20	10	1800000	3380
3381	±‰“ÏºººŒ—Ú	338	5	9	1	0	100	10	740	200000	-1	-1	706	900000	670	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1008	1008	1008	1008	1008	693	762	796	900	1039	150	800	20	20	10	1800000	3380
3382	±‰“ÏºººŒ—Ú	338	5	9	1	0	100	10	740	200000	-1	-1	706	900000	670	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1140	1140	1140	1140	1140	693	762	796	900	1039	150	800	20	20	10	1800000	3380
3389	ºººŒ—Ú±¶±¶	338	5	9	0	1	100	10	740	200000	-1	-1	706	900000	670	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	877	877	877	877	877	693	762	796	900	1039	150	800	20	20	10	1800000	3380
3390	≥…ƒÍ√´¬ø	339	5	9	0	0	100	10	684	200000	-1	-1	722	900000	668	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	877	877	877	877	877	693	762	796	900	1039	10	20	20	150	800	1800000	3390
3391	±‰“Ï√´¬ø	339	5	9	1	0	100	10	684	200000	-1	-1	722	900000	668	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1008	1008	1008	1008	1008	693	762	796	900	1039	10	20	20	150	800	1800000	3390
3392	±‰“Ï√´¬ø	339	5	9	1	0	100	10	684	200000	-1	-1	722	900000	668	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1140	1140	1140	1140	1140	693	762	796	900	1039	10	20	20	150	800	1800000	3390
3399	√´¬ø±¶±¶	339	5	9	0	1	100	10	684	200000	-1	-1	722	900000	668	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	877	877	877	877	877	693	762	796	900	1039	10	20	20	150	800	1800000	3390
3400	≥…ƒÍ∂Ï	340	5	9	0	0	11	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	613	701	1140	701	964	693	762	796	900	1039	800	150	20	20	10	1800000	3400
3401	±‰“Ï∂Ï	340	5	9	1	0	11	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	705	806	1311	806	1109	693	762	796	900	1039	800	150	20	20	10	1800000	3400
3402	±‰“Ï∂Ï	340	5	9	1	0	11	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	798	912	1482	912	1254	693	762	796	900	1039	800	150	20	20	10	1800000	3400
3409	∂Ï±¶±¶	340	5	9	0	1	11	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	613	701	1140	701	964	693	762	796	900	1039	800	150	20	20	10	1800000	3400
3410	≥…ƒÍ∞‘Õı¡˙	341	5	9	0	0	1000	10	694	300000	-1	-1	722	900000	661	250000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1140	964	613	789	613	693	762	796	900	1039	20	30	150	200	600	1800000	3410
3411	±‰“Ï∞‘Õı¡˙	341	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1311	1109	705	907	705	693	762	796	900	1039	20	30	150	200	600	1800000	3410
3412	±‰“Ï∞‘Õı¡˙	341	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1482	1254	798	1026	798	693	762	796	900	1039	20	30	150	200	600	1800000	3410
3419	∞‘Õı¡˙±¶±¶	341	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	661	250000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1140	964	613	789	613	693	762	796	900	1039	20	30	150	200	600	1800000	3410
3420	≥…ƒÍ∆Û∂Ï	342	5	9	0	0	1011	10	688	300000	-1	-1	652	900000	702	250000	664	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	300	150	30	20	1800000	3420
3421	±‰“Ï∆Û∂Ï	342	5	9	1	0	1011	10	688	300000	-1	-1	652	900000	702	250000	664	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	300	150	30	20	1800000	3420
3422	±‰“Ï∆Û∂Ï	342	5	9	1	0	1011	10	688	300000	-1	-1	652	900000	702	250000	664	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	300	150	30	20	1800000	3420
3429	∆Û∂Ï±¶±¶	342	5	9	0	1	1011	10	688	300000	-1	-1	652	900000	702	250000	664	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	300	150	30	20	1800000	3420
3430	≥…ƒÍ¥¸ Û	343	75	9	0	0	100	10	741	300000	-1	-1	666	900000	712	250000	726	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	1322	1322	1102	881	1255	1380	1443	1631	1882	300	300	80	300	20	1800000	3430
3431	±‰“Ï¥¸ Û	343	75	9	1	0	100	10	741	300000	-1	-1	666	900000	712	250000	726	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	694	1388	1388	1157	925	1255	1380	1443	1631	1882	300	300	80	300	20	1800000	3430
3432	±‰“Ï¥¸ Û	343	75	9	1	0	100	10	741	300000	-1	-1	666	900000	712	250000	726	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	727	1454	1454	1212	969	1255	1380	1443	1631	1882	300	300	80	300	20	1800000	3430
3433	±‰“Ï¥¸ Û	343	75	9	1	0	100	10	741	300000	-1	-1	666	900000	712	250000	726	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	760	1520	1520	1267	1013	1255	1380	1443	1631	1882	300	300	80	300	20	1800000	3430
3434	±‰“Ï¥¸ Û	343	75	9	1	0	100	10	741	300000	-1	-1	666	900000	712	250000	726	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	793	1586	1586	1322	1057	1255	1380	1443	1631	1882	300	300	80	300	20	1800000	3430
3435	±‰“Ï¥¸ Û	343	75	9	1	0	100	10	741	300000	-1	-1	666	900000	712	250000	726	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	826	1653	1653	1377	1102	1255	1380	1443	1631	1882	300	300	80	300	20	1800000	3430
3436	±‰“Ï¥¸ Û	343	75	9	1	0	100	10	741	300000	-1	-1	666	900000	712	250000	726	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	859	1719	1719	1432	1146	1255	1380	1443	1631	1882	300	300	80	300	20	1800000	3430
3439	¥¸ Û±¶±¶	343	75	9	0	1	100	10	741	300000	-1	-1	666	900000	712	250000	726	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	1322	1322	1102	881	1255	1380	1443	1631	1882	300	300	80	300	20	1800000	3430
3440	≥…ƒÍ—º◊Ï ﬁ	344	5	9	0	0	10	10	736	300000	-1	-1	710	900000	656	250000	734	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	613	701	1140	701	964	693	762	796	900	1039	400	400	150	30	20	1800000	3440
3441	±‰“Ï—º◊Ï ﬁ	344	5	9	1	0	10	10	736	300000	-1	-1	710	900000	656	250000	734	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	705	806	1311	806	1109	693	762	796	900	1039	400	400	150	30	20	1800000	3440
3442	±‰“Ï—º◊Ï ﬁ	344	5	9	1	0	10	10	736	300000	-1	-1	710	900000	656	250000	734	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	798	912	1482	912	1254	693	762	796	900	1039	400	400	150	30	20	1800000	3440
3449	—º◊Ï ﬁ±¶±¶	344	5	9	0	1	10	10	736	300000	-1	-1	710	900000	656	250000	734	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	613	701	1140	701	964	693	762	796	900	1039	400	400	150	30	20	1800000	3440
3450	≥…ƒÍ÷Ì	345	5	9	0	0	1	10	684	300000	-1	-1	658	900000	718	250000	668	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	20	50	20	900	10	1800000	3450
3451	±‰“Ï÷Ì	345	5	9	1	0	1	10	684	300000	-1	-1	658	900000	718	250000	668	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1057	1527	939	939	1057	948	1042	1090	1232	1422	20	50	20	900	10	1800000	3450
3459	÷Ì±¶±¶	345	5	9	0	1	1	10	684	300000	-1	-1	658	900000	718	250000	668	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	20	50	20	900	10	1800000	3450
3460	≥…ƒÍ«‡Õ‹	346	5	9	0	0	10	10	698	300000	-1	-1	654	900000	730	250000	704	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68032	585	668	1086	668	919	591	650	679	768	886	800	150	20	20	10	1800000	3460
3461	±‰“Ï«‡Õ‹	346	5	9	1	0	10	10	698	300000	-1	-1	654	900000	730	250000	704	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68032	760	869	1412	869	1195	591	650	679	768	886	800	150	20	20	10	1800000	3460
3469	«‡Õ‹±¶±¶	346	5	9	0	1	10	10	698	300000	-1	-1	654	900000	730	250000	704	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68032	585	668	1086	668	919	591	650	679	768	886	800	150	20	20	10	1800000	3460
3470	≥…ƒÍ–°œÛ	347	75	9	0	0	100	10	690	300000	-1	-1	706	900000	658	250000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1322	1322	661	1102	881	1255	1380	1443	1631	1882	30	100	120	700	50	1800000	3470
3471	±‰“Ï–°œÛ	347	75	9	1	0	100	10	690	300000	-1	-1	706	900000	658	250000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1388	1388	694	1157	925	1255	1380	1443	1631	1882	30	100	120	700	50	1800000	3470
3472	±‰“Ï–°œÛ	347	75	9	1	0	100	10	690	300000	-1	-1	706	900000	658	250000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1454	1454	727	1212	969	1255	1380	1443	1631	1882	30	100	120	700	50	1800000	3470
3473	±‰“Ï–°œÛ	347	75	9	1	0	100	10	690	300000	-1	-1	706	900000	658	250000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1520	1520	760	1267	1013	1255	1380	1443	1631	1882	30	100	120	700	50	1800000	3470
3474	±‰“Ï–°œÛ	347	75	9	1	0	100	10	690	300000	-1	-1	706	900000	658	250000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1586	1586	793	1322	1057	1255	1380	1443	1631	1882	30	100	120	700	50	1800000	3470
3475	±‰“Ï–°œÛ	347	75	9	1	0	100	10	690	300000	-1	-1	706	900000	658	250000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1653	1653	826	1377	1102	1255	1380	1443	1631	1882	30	100	120	700	50	1800000	3470
3476	±‰“Ï–°œÛ	347	75	9	1	0	100	10	690	300000	-1	-1	706	900000	658	250000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1719	859	1432	1146	1255	1380	1443	1631	1882	30	100	120	700	50	1800000	3470
3479	–°œÛ±¶±¶	347	75	9	0	1	100	10	690	300000	-1	-1	706	900000	658	250000	705	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1322	1322	661	1102	881	1255	1380	1443	1631	1882	30	100	120	700	50	1800000	3470
3480	≥…ƒÍ—©∫¸	348	5	9	0	0	1000	10	700	300000	-1	-1	734	900000	702	250000	712	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68032	836	752	668	1086	585	591	650	679	768	886	150	500	20	300	30	1800000	3480
3481	±‰“Ï—©∫¸	348	5	9	1	0	1000	10	700	300000	-1	-1	734	900000	702	250000	712	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68032	1086	978	869	1412	760	591	650	679	768	886	150	500	20	300	30	1800000	3480
3489	—©∫¸±¶±¶	348	5	9	0	1	1000	10	700	300000	-1	-1	734	900000	702	250000	712	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68032	836	752	668	1086	585	591	650	679	768	886	150	500	20	300	30	1800000	3480
3490	≥…ƒÍ¿«	349	5	9	0	0	1000	10	694	200000	-1	-1	657	900000	706	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	73420	897	807	717	1166	627	744	818	855	967	1116	50	500	200	100	150	1800000	3490
3491	±‰“Ï¿«	349	5	9	1	0	1000	10	694	200000	-1	-1	657	900000	706	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	73420	1031	928	825	1341	722	744	818	855	967	1116	50	500	200	100	150	1800000	3490
3492	±‰“Ï¿«	349	5	9	1	0	1000	10	694	200000	-1	-1	657	900000	706	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	73420	1166	1049	932	1515	816	744	818	855	967	1116	50	500	200	100	150	1800000	3490
3499	¿«±¶±¶	349	5	9	0	1	1000	10	694	200000	-1	-1	657	900000	706	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	73420	897	807	717	1166	627	744	818	855	967	1116	50	500	200	100	150	1800000	3490
4216	—©∫¸	348	30	9	0	1	1000	10	698	900000	-1	-1	712	300000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78808	959	959	959	959	959	897	986	1031	1166	1345	50	500	200	100	150	1800000	4210
6000	≥…ƒÍ¡˙	600	65	9	0	0	1000	10	700	200000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	50	150	100	200	500	1800000	6000
6001	±‰“Ï¡˙	600	65	9	1	0	1000	10	700	200000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	50	150	100	200	500	1800000	6000
6002	±‰“Ï¡˙	600	65	9	1	0	1000	10	700	200000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	50	150	100	200	500	1800000	6000
6003	±‰“Ï¡˙	600	65	9	1	0	1000	10	700	200000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	50	150	100	200	500	1800000	6000
6004	±‰“Ï¡˙	600	65	9	1	0	1000	10	700	200000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	50	150	100	200	500	1800000	6000
6005	±‰“Ï¡˙	600	65	9	1	0	1000	10	700	200000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	50	150	100	200	500	1800000	6000
6009	¡˙±¶±¶	600	65	9	0	1	1000	10	700	200000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	50	150	100	200	500	1800000	6000
6010	≥…ƒÍ¡˙√®	601	5	9	0	0	1000	10	740	200000	-1	-1	722	900000	668	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	150	500	100	200	50	1800000	6010
6011	±‰“Ï¡˙√®	601	5	9	1	0	1000	10	740	200000	-1	-1	722	900000	668	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1402	1186	755	970	755	846	930	972	1099	1269	150	500	100	200	50	1800000	6010
6012	±‰“Ï¡˙√®	601	5	9	1	0	1000	10	740	200000	-1	-1	722	900000	668	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1585	1341	853	1097	853	846	930	972	1099	1269	150	500	100	200	50	1800000	6010
6019	¡˙√®±¶±¶	601	5	9	0	1	1000	10	740	200000	-1	-1	722	900000	668	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	150	500	100	200	50	1800000	6010
6020	≥…ƒÍ«ø¡˙√®	602	45	9	0	0	1000	10	740	250000	-1	-1	722	900000	668	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	150	500	100	200	50	1800000	6020
6021	±‰“Ï«ø¡˙√®	602	45	9	1	0	1000	10	740	250000	-1	-1	722	900000	668	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	150	500	100	200	50	1800000	6020
6022	±‰“Ï«ø¡˙√®	602	45	9	1	0	1000	10	740	250000	-1	-1	722	900000	668	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	150	500	100	200	50	1800000	6020
6023	±‰“Ï«ø¡˙√®	602	45	9	1	0	1000	10	740	250000	-1	-1	722	900000	668	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	150	500	100	200	50	1800000	6020
6029	«ø¡˙√®±¶±¶	602	45	9	0	1	1000	10	740	250000	-1	-1	722	900000	668	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	150	500	100	200	50	1800000	6020
6030	≥…ƒÍ’‰¡˙√®	603	55	9	0	0	1000	10	740	300000	-1	-1	722	900000	668	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	150	500	100	200	50	1800000	6030
6031	±‰“Ï’‰¡˙√®	603	55	9	1	0	1000	10	740	300000	-1	-1	722	900000	668	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	150	500	100	200	50	1800000	6030
6032	±‰“Ï’‰¡˙√®	603	55	9	1	0	1000	10	740	300000	-1	-1	722	900000	668	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	150	500	100	200	50	1800000	6030
6033	±‰“Ï’‰¡˙√®	603	55	9	1	0	1000	10	740	300000	-1	-1	722	900000	668	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	150	500	100	200	50	1800000	6030
6034	±‰“Ï’‰¡˙√®	603	55	9	1	0	1000	10	740	300000	-1	-1	722	900000	668	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	150	500	100	200	50	1800000	6030
6039	’‰¡˙√®±¶±¶	603	55	9	0	1	1000	10	740	300000	-1	-1	722	900000	668	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	150	500	100	200	50	1800000	6030
6040	≥…ƒÍ≥¨¡˙√®	604	65	9	0	0	1000	10	740	350000	-1	-1	722	900000	668	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	150	500	100	200	50	1800000	6040
6041	±‰“Ï≥¨¡˙√®	604	65	9	1	0	1000	10	740	350000	-1	-1	722	900000	668	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	150	500	100	200	50	1800000	6040
6042	±‰“Ï≥¨¡˙√®	604	65	9	1	0	1000	10	740	350000	-1	-1	722	900000	668	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	150	500	100	200	50	1800000	6040
6043	±‰“Ï≥¨¡˙√®	604	65	9	1	0	1000	10	740	350000	-1	-1	722	900000	668	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	150	500	100	200	50	1800000	6040
6044	±‰“Ï≥¨¡˙√®	604	65	9	1	0	1000	10	740	350000	-1	-1	722	900000	668	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	150	500	100	200	50	1800000	6040
6045	±‰“Ï≥¨¡˙√®	604	65	9	1	0	1000	10	740	350000	-1	-1	722	900000	668	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	150	500	100	200	50	1800000	6040
6049	≥¨¡˙√®±¶±¶	604	65	9	0	1	1000	10	740	350000	-1	-1	722	900000	668	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	150	500	100	200	50	1800000	6040
6050	≥…ƒÍ…Ò¡˙√®	605	75	9	0	0	1000	10	740	400000	-1	-1	722	900000	668	450000	716	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	150	500	100	200	50	1800000	6050
6051	±‰“Ï…Ò¡˙√®	605	75	9	1	0	1000	10	740	400000	-1	-1	722	900000	668	450000	716	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	150	500	100	200	50	1800000	6050
6052	±‰“Ï…Ò¡˙√®	605	75	9	1	0	1000	10	740	400000	-1	-1	722	900000	668	450000	716	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	150	500	100	200	50	1800000	6050
6053	±‰“Ï…Ò¡˙√®	605	75	9	1	0	1000	10	740	400000	-1	-1	722	900000	668	450000	716	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	150	500	100	200	50	1800000	6050
